Latitude (decimal degrees):	40.202
Longitude (decimal degrees):	-76.735
Elevation (m):	111
Radiation database:	PVGIS-NSRDB


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20151103:0200,0.0,0.0,12.56,0.48,0.0
20151103:0300,0.0,0.0,11.87,0.62,0.0
20151103:0400,0.0,0.0,11.3,0.21,0.0
20151103:0500,0.0,0.0,10.59,0.62,0.0
20151103:0600,0.0,0.0,9.94,0.83,0.0
20151103:0700,0.0,0.0,9.1,0.55,0.0
20151103:0800,0.0,0.0,8.59,0.55,0.0
20151103:0900,0.0,0.0,8.2,0.62,0.0
20151103:1000,0.0,0.0,6.72,1.03,0.0
20151103:1100,0.0,0.0,6.25,1.03,0.0
20151103:1200,105.72,3.06,7.8,0.55,0.0
20151103:1300,428.19,13.19,8.67,0.0,0.0
20151103:1400,681.77,22.08,12.36,0.14,0.0
20151103:1500,870.4,29.12,15.56,0.21,0.0
20151103:1600,981.34,33.56,17.67,0.48,0.0
20151103:1700,1009.52,34.75,19.23,0.76,0.0
20151103:1800,950.59,32.47,20.22,0.83,0.0
20151103:1900,812.6,27.12,21.36,0.83,0.0
20151103:2000,600.42,19.41,21.33,0.69,0.0
20151103:2100,325.75,10.06,20.13,0.48,0.0
20151103:2200,0.0,0.0,19.58,0.48,0.0
20151103:2300,0.0,0.0,18.48,0.41,0.0
20151104:0000,0.0,0.0,17.28,0.62,0.0
20151104:0100,0.0,0.0,14.52,1.17,0.0
20151104:0200,0.0,0.0,12.42,1.24,0.0
20151104:0300,0.0,0.0,11.39,1.24,0.0
20151104:0400,0.0,0.0,11.35,1.03,0.0
20151104:0500,0.0,0.0,11.58,0.76,0.0
20151104:0600,0.0,0.0,11.03,0.69,0.0
20151104:0700,0.0,0.0,10.78,0.62,0.0
20151104:0800,0.0,0.0,10.37,0.48,0.0
20151104:0900,0.0,0.0,10.15,0.41,0.0
20151104:1000,0.0,0.0,9.95,0.41,0.0
20151104:1100,0.0,0.0,9.82,0.28,0.0
20151104:1200,97.68,2.84,9.76,0.34,0.0
20151104:1300,422.27,12.95,10.34,0.14,0.0
20151104:1400,678.84,21.81,13.96,0.28,0.0
20151104:1500,867.75,28.83,17.24,0.76,0.0
20151104:1600,981.19,33.25,19.38,1.17,0.0
20151104:1700,1009.07,34.44,20.8,1.59,0.0
20151104:1800,952.22,32.17,21.57,1.86,0.0
20151104:1900,813.6,26.84,22.14,1.93,0.0
20151104:2000,600.71,19.16,21.9,2.07,1.0
20151104:2100,328.15,9.84,20.48,1.86,0.0
20151104:2200,0.0,0.0,18.14,2.34,0.0
20151104:2300,0.0,0.0,16.36,2.34,0.0
20151105:0000,0.0,0.0,15.17,2.21,0.0
20151105:0100,0.0,0.0,14.18,2.14,0.0
20151105:0200,0.0,0.0,13.49,1.93,0.0
20151105:0300,0.0,0.0,13.07,1.86,0.0
20151105:0400,0.0,0.0,12.54,1.86,0.0
20151105:0500,0.0,0.0,12.27,1.79,0.0
20151105:0600,0.0,0.0,12.34,1.59,0.0
20151105:0700,0.0,0.0,13.44,1.59,0.0
20151105:0800,0.0,0.0,13.48,1.52,0.0
20151105:0900,0.0,0.0,13.27,1.38,0.0
20151105:1000,0.0,0.0,13.42,1.24,0.0
20151105:1100,0.0,0.0,13.25,1.17,0.0
20151105:1200,5.29,2.62,13.25,1.17,0.0
20151105:1300,39.69,12.71,14.25,0.83,0.0
20151105:1400,94.38,21.55,15.75,1.03,0.0
20151105:1500,222.73,28.54,17.61,1.31,0.0
20151105:1600,573.52,32.95,19.43,1.45,0.0
20151105:1700,973.77,34.13,21.25,2.21,0.0
20151105:1800,919.62,31.88,22.65,2.69,0.0
20151105:1900,785.33,26.58,21.51,2.14,0.0
20151105:2000,576.59,18.92,21.48,2.07,0.0
20151105:2100,308.21,9.63,20.54,1.79,0.0
20151105:2200,0.0,0.0,19.48,2.0,0.0
20151105:2300,0.0,0.0,18.3,2.14,0.0
20151106:0000,0.0,0.0,17.56,2.07,0.0
20151106:0100,0.0,0.0,16.63,2.07,0.0
20151106:0200,0.0,0.0,16.04,2.07,0.0
20151106:0300,0.0,0.0,15.79,2.07,0.0
20151106:0400,0.0,0.0,16.08,2.07,0.0
20151106:0500,0.0,0.0,16.38,2.0,0.0
20151106:0600,0.0,0.0,16.6,1.86,0.0
20151106:0700,0.0,0.0,17.05,2.07,0.0
20151106:0800,0.0,0.0,17.0,2.07,0.0
20151106:0900,0.0,0.0,16.85,2.07,0.0
20151106:1000,0.0,0.0,16.78,2.07,0.0
20151106:1100,0.0,0.0,16.66,2.21,0.0
20151106:1200,78.0,2.4,16.46,2.41,0.0
20151106:1300,39.69,12.47,16.83,2.48,0.0
20151106:1400,281.12,21.29,17.97,2.69,0.0
20151106:1500,345.53,28.26,19.0,3.31,0.0
20151106:1600,641.71,32.65,20.72,3.52,0.0
20151106:1700,383.82,33.83,22.6,3.59,0.0
20151106:1800,415.35,31.59,23.84,4.0,0.0
20151106:1900,93.5,26.31,24.41,4.21,0.0
20151106:2000,161.95,18.69,23.72,3.17,0.0
20151106:2100,15.88,9.42,22.56,2.69,0.0
20151106:2200,0.0,0.0,21.35,2.48,0.0
20151106:2300,0.0,0.0,20.19,2.21,0.0
20151107:0000,0.0,0.0,19.56,2.21,0.0
20151107:0100,0.0,0.0,18.77,2.28,0.0
20151107:0200,0.0,0.0,17.99,2.34,0.0
20151107:0300,0.0,0.0,17.39,2.48,0.0
20151107:0400,0.0,0.0,16.58,2.48,0.0
20151107:0500,0.0,0.0,15.74,2.34,0.0
20151107:0600,0.0,0.0,15.08,2.28,0.0
20151107:0700,0.0,0.0,15.21,2.21,0.0
20151107:0800,0.0,0.0,14.71,2.21,0.0
20151107:0900,0.0,0.0,14.24,2.14,0.0
20151107:1000,0.0,0.0,14.07,2.14,0.0
20151107:1100,0.0,0.0,13.85,2.21,0.0
20151107:1200,8.82,2.18,13.61,2.28,0.0
20151107:1300,37.93,12.23,13.67,2.28,0.0
20151107:1400,72.33,21.03,13.84,3.03,0.0
20151107:1500,58.21,27.98,13.87,2.9,0.0
20151107:1600,89.97,32.35,13.99,2.83,0.0
20151107:1700,76.74,33.53,14.05,2.76,0.0
20151107:1800,117.31,31.31,13.97,2.9,0.0
20151107:1900,74.09,26.06,13.27,3.17,0.0
20151107:2000,542.59,18.46,13.11,2.97,0.0
20151107:2100,146.83,9.21,12.93,2.83,0.0
20151107:2200,0.0,0.0,12.53,2.21,0.0
20151107:2300,0.0,0.0,11.94,2.07,0.0
20151108:0000,0.0,0.0,11.63,2.41,0.0
20151108:0100,0.0,0.0,11.22,2.97,0.0
20151108:0200,0.0,0.0,10.95,3.38,0.0
20151108:0300,0.0,0.0,10.5,3.66,0.0
20151108:0400,0.0,0.0,9.9,3.66,0.0
20151108:0500,0.0,0.0,9.24,3.52,0.0
20151108:0600,0.0,0.0,8.62,3.24,0.0
20151108:0700,0.0,0.0,8.46,2.83,0.0
20151108:0800,0.0,0.0,7.91,2.69,0.0
20151108:0900,0.0,0.0,7.43,2.55,0.0
20151108:1000,0.0,0.0,6.96,2.41,0.0
20151108:1100,0.0,0.0,6.47,2.21,0.0
20151108:1200,20.29,1.97,5.98,2.0,0.0
20151108:1300,437.47,12.0,6.53,1.79,0.0
20151108:1400,701.5,20.77,7.72,2.41,0.0
20151108:1500,898.21,27.7,8.8,2.21,0.0
20151108:1600,1012.72,32.06,9.87,1.93,0.0
20151108:1700,1042.57,33.24,10.89,1.66,0.0
20151108:1800,983.83,31.03,11.58,1.38,0.0
20151108:1900,839.87,25.81,12.1,1.03,0.0
20151108:2000,622.01,18.24,12.11,0.9,0.0
20151108:2100,332.75,9.02,11.71,0.76,0.0
20151108:2200,0.0,0.0,10.3,0.9,0.0
20151108:2300,0.0,0.0,10.63,0.62,0.0
20151109:0000,0.0,0.0,10.06,0.34,0.0
20151109:0100,0.0,0.0,9.23,0.76,0.0
20151109:0200,0.0,0.0,6.68,1.17,0.0
20151109:0300,0.0,0.0,5.37,1.38,0.0
20151109:0400,0.0,0.0,5.24,1.24,0.0
20151109:0500,0.0,0.0,5.79,0.97,0.0
20151109:0600,0.0,0.0,5.21,0.97,0.0
20151109:0700,0.0,0.0,3.17,1.52,0.0
20151109:0800,0.0,0.0,3.16,1.24,0.0
20151109:0900,0.0,0.0,3.66,0.9,0.0
20151109:1000,0.0,0.0,3.52,0.9,0.0
20151109:1100,0.0,0.0,3.06,0.9,0.0
20151109:1200,13.23,1.75,2.89,0.9,0.0
20151109:1300,445.68,11.76,3.48,0.69,0.0
20151109:1400,715.8,20.52,7.42,0.69,0.0
20151109:1500,913.57,27.42,10.01,1.17,0.0
20151109:1600,717.87,31.77,11.43,1.79,0.0
20151109:1700,834.6,32.95,12.45,1.86,0.0
20151109:1800,718.59,30.76,12.97,2.0,0.0
20151109:1900,276.05,25.56,12.63,1.66,0.0
20151109:2000,78.5,18.02,12.38,1.52,0.0
20151109:2100,21.17,8.82,11.72,1.24,0.0
20151109:2200,0.0,0.0,11.22,1.38,0.0
20151109:2300,0.0,0.0,10.84,1.31,0.0
20151110:0000,0.0,0.0,10.44,1.24,0.0
20151110:0100,0.0,0.0,9.9,1.17,0.0
20151110:0200,0.0,0.0,9.46,1.03,0.0
20151110:0300,0.0,0.0,9.23,1.17,0.0
20151110:0400,0.0,0.0,9.08,1.38,0.0
20151110:0500,0.0,0.0,8.83,1.52,0.0
20151110:0600,0.0,0.0,8.74,1.45,0.0
20151110:0700,0.0,0.0,7.66,1.86,0.0
20151110:0800,0.0,0.0,8.04,2.14,0.0
20151110:0900,0.0,0.0,8.14,2.0,0.0
20151110:1000,0.0,0.0,8.29,2.0,0.0
20151110:1100,0.0,0.0,8.47,2.14,0.0
20151110:1200,4.41,1.53,9.23,2.28,0.0
20151110:1300,28.23,11.53,10.33,2.41,0.0
20151110:1400,169.9,20.26,11.4,2.41,0.0
20151110:1500,28.23,27.15,12.51,2.34,0.0
20151110:1600,52.04,31.49,13.37,2.76,0.0
20151110:1700,369.29,32.66,14.08,3.59,0.0
20151110:1800,73.21,30.49,14.57,3.38,0.0
20151110:1900,74.09,25.32,12.77,2.41,0.0
20151110:2000,74.97,17.81,12.61,2.21,0.0
20151110:2100,283.29,8.64,12.36,1.72,0.0
20151110:2200,0.0,0.0,12.03,1.59,0.0
20151110:2300,0.0,0.0,11.73,2.28,0.0
20151111:0000,0.0,0.0,11.47,2.69,0.0
20151111:0100,0.0,0.0,11.22,2.9,0.0
20151111:0200,0.0,0.0,10.96,2.83,0.0
20151111:0300,0.0,0.0,10.8,2.55,0.0
20151111:0400,0.0,0.0,10.7,2.14,0.0
20151111:0500,0.0,0.0,10.64,2.0,0.0
20151111:0600,0.0,0.0,10.6,2.0,0.0
20151111:0700,0.0,0.0,10.88,2.9,0.0
20151111:0800,0.0,0.0,10.83,3.03,0.0
20151111:0900,0.0,0.0,10.9,3.03,0.0
20151111:1000,0.0,0.0,10.97,3.1,0.0
20151111:1100,0.0,0.0,11.08,3.1,0.0
20151111:1200,9.7,1.32,11.15,2.97,0.0
20151111:1300,46.75,11.29,11.39,2.9,0.0
20151111:1400,118.58,20.01,12.22,4.07,0.0
20151111:1500,125.25,26.88,12.87,4.21,0.0
20151111:1600,159.06,31.21,13.36,3.86,0.0
20151111:1700,147.65,32.39,13.74,3.72,0.0
20151111:1800,368.93,30.23,14.08,3.59,0.0
20151111:1900,158.08,25.08,14.18,3.45,0.0
20151111:2000,107.67,17.6,14.05,3.17,0.0
20151111:2100,298.62,8.45,13.5,2.62,0.0
20151111:2200,0.0,0.0,12.7,2.34,0.0
20151111:2300,0.0,0.0,12.03,2.07,0.0
20151112:0000,0.0,0.0,11.28,1.79,0.0
20151112:0100,0.0,0.0,10.39,1.59,0.0
20151112:0200,0.0,0.0,9.88,1.52,0.0
20151112:0300,0.0,0.0,9.29,1.45,0.0
20151112:0400,0.0,0.0,8.64,1.24,0.0
20151112:0500,0.0,0.0,8.16,1.1,0.0
20151112:0600,0.0,0.0,8.07,0.83,0.0
20151112:0700,0.0,0.0,9.33,0.48,0.0
20151112:0800,0.0,0.0,8.66,1.03,0.0
20151112:0900,0.0,0.0,8.74,1.59,0.0
20151112:1000,0.0,0.0,9.24,2.14,0.0
20151112:1100,0.0,0.0,9.59,2.76,0.0
20151112:1200,4.41,1.1,9.76,1.59,0.0
20151112:1300,40.57,11.06,9.93,1.79,0.0
20151112:1400,70.56,19.76,10.38,3.03,0.0
20151112:1500,80.26,26.62,10.2,3.79,0.0
20151112:1600,37.93,30.93,10.63,4.07,0.0
20151112:1700,300.48,32.11,11.92,3.93,0.0
20151112:1800,319.35,29.98,13.85,5.52,0.0
20151112:1900,94.38,24.85,14.47,4.0,0.0
20151112:2000,579.51,17.4,14.9,3.45,0.0
20151112:2100,299.66,8.28,14.47,2.9,0.0
20151112:2200,0.0,0.0,13.51,2.76,0.0
20151112:2300,0.0,0.0,12.68,2.83,0.0
20151113:0000,0.0,0.0,11.88,3.52,0.0
20151113:0100,0.0,0.0,11.22,3.86,0.0
20151113:0200,0.0,0.0,10.67,3.66,0.0
20151113:0300,0.0,0.0,10.46,3.72,0.0
20151113:0400,0.0,0.0,10.79,3.79,0.0
20151113:0500,0.0,0.0,10.95,3.93,0.0
20151113:0600,0.0,0.0,11.04,4.21,0.0
20151113:0700,0.0,0.0,11.65,4.62,0.0
20151113:0800,0.0,0.0,11.39,4.62,0.0
20151113:0900,0.0,0.0,11.13,4.62,0.0
20151113:1000,0.0,0.0,10.6,4.41,0.0
20151113:1100,0.0,0.0,10.02,3.93,0.0
20151113:1200,0.0,0.0,9.48,3.66,0.0
20151113:1300,417.83,10.84,9.51,3.79,0.0
20151113:1400,685.25,19.52,9.77,4.83,0.0
20151113:1500,879.02,26.35,9.73,5.1,0.0
20151113:1600,995.46,30.66,9.76,5.38,0.0
20151113:1700,176.24,31.84,9.53,5.45,0.0
20151113:1800,974.66,29.73,9.37,5.24,0.0
20151113:1900,834.39,24.63,10.63,4.83,0.0
20151113:2000,616.8,17.2,10.5,4.69,0.0
20151113:2100,323.52,8.11,10.26,4.14,0.0
20151113:2200,0.0,0.0,9.43,3.72,0.0
20151113:2300,0.0,0.0,8.67,4.28,0.0
20151114:0000,0.0,0.0,7.98,4.62,0.0
20151114:0100,0.0,0.0,7.29,4.55,0.0
20151114:0200,0.0,0.0,6.69,4.48,0.0
20151114:0300,0.0,0.0,6.19,4.41,0.0
20151114:0400,0.0,0.0,5.75,4.28,0.0
20151114:0500,0.0,0.0,5.41,4.21,0.0
20151114:0600,0.0,0.0,5.16,4.14,0.0
20151114:0700,0.0,0.0,5.36,4.21,0.0
20151114:0800,0.0,0.0,5.18,4.0,0.0
20151114:0900,0.0,0.0,5.26,4.0,0.0
20151114:1000,0.0,0.0,5.47,4.0,0.0
20151114:1100,0.0,0.0,5.52,4.0,0.0
20151114:1200,0.0,0.0,5.53,4.07,0.0
20151114:1300,72.13,10.61,5.69,4.14,0.0
20151114:1400,220.21,19.27,5.92,4.76,0.0
20151114:1500,261.7,26.09,6.32,5.38,0.0
20151114:1600,197.17,30.39,6.94,4.76,0.0
20151114:1700,1035.56,31.58,7.43,4.76,0.0
20151114:1800,979.2,29.48,7.8,4.69,0.0
20151114:1900,836.64,24.41,8.69,4.41,0.0
20151114:2000,615.91,17.01,8.75,4.34,0.0
20151114:2100,318.81,7.94,8.28,4.07,0.0
20151114:2200,0.0,0.0,7.35,3.24,0.0
20151114:2300,0.0,0.0,6.5,2.9,0.0
20151115:0000,0.0,0.0,5.85,2.83,0.0
20151115:0100,0.0,0.0,5.33,2.83,0.0
20151115:0200,0.0,0.0,4.89,2.55,0.0
20151115:0300,0.0,0.0,4.44,2.34,0.0
20151115:0400,0.0,0.0,3.95,1.93,0.0
20151115:0500,0.0,0.0,3.33,1.72,0.0
20151115:0600,0.0,0.0,2.88,1.59,0.0
20151115:0700,0.0,0.0,2.31,1.66,0.0
20151115:0800,0.0,0.0,2.04,1.66,0.0
20151115:0900,0.0,0.0,1.82,1.66,0.0
20151115:1000,0.0,0.0,1.63,1.59,0.0
20151115:1100,0.0,0.0,1.54,1.45,0.0
20151115:1200,0.0,0.0,1.54,1.38,0.0
20151115:1300,320.46,10.38,2.82,1.24,0.0
20151115:1400,652.43,19.03,6.28,1.38,0.0
20151115:1500,848.57,25.84,8.82,1.93,0.0
20151115:1600,964.36,30.13,10.9,2.28,0.0
20151115:1700,996.53,31.32,12.6,2.55,0.0
20151115:1800,939.11,29.24,13.89,2.76,0.0
20151115:1900,799.92,24.2,15.31,2.83,0.0
20151115:2000,583.19,16.83,15.65,2.76,0.0
20151115:2100,297.76,7.78,14.58,2.28,0.0
20151115:2200,0.0,0.0,12.46,2.48,0.0
20151115:2300,0.0,0.0,11.24,2.48,0.0
20151116:0000,0.0,0.0,10.41,2.48,0.0
20151116:0100,0.0,0.0,9.76,2.41,0.0
20151116:0200,0.0,0.0,9.17,2.34,0.0
20151116:0300,0.0,0.0,8.59,2.28,0.0
20151116:0400,0.0,0.0,8.01,2.21,0.0
20151116:0500,0.0,0.0,7.44,2.07,0.0
20151116:0600,0.0,0.0,6.88,2.0,0.0
20151116:0700,0.0,0.0,6.93,2.07,0.0
20151116:0800,0.0,0.0,6.5,2.07,0.0
20151116:0900,0.0,0.0,6.17,2.07,0.0
20151116:1000,0.0,0.0,5.91,2.07,0.0
20151116:1100,0.0,0.0,5.62,1.93,0.0
20151116:1200,0.0,0.0,5.28,1.93,0.0
20151116:1300,398.8,10.16,6.11,1.52,0.0
20151116:1400,668.45,18.79,10.12,1.17,0.0
20151116:1500,865.92,25.59,12.73,1.59,0.0
20151116:1600,982.97,29.87,14.45,1.66,0.0
20151116:1700,1014.86,31.07,15.79,1.72,0.0
20151116:1800,957.62,29.01,16.65,1.72,0.0
20151116:1900,814.86,23.99,17.89,1.79,0.0
20151116:2000,594.5,16.65,17.71,1.79,0.0
20151116:2100,300.03,7.63,16.41,1.59,0.0
20151116:2200,0.0,0.0,14.7,1.86,0.0
20151116:2300,0.0,0.0,12.84,1.79,0.0
20151117:0000,0.0,0.0,11.22,1.93,0.0
20151117:0100,0.0,0.0,10.0,1.93,0.0
20151117:0200,0.0,0.0,9.22,1.72,0.0
20151117:0300,0.0,0.0,8.46,1.66,0.0
20151117:0400,0.0,0.0,7.89,1.79,0.0
20151117:0500,0.0,0.0,7.82,2.14,0.0
20151117:0600,0.0,0.0,7.75,2.14,0.0
20151117:0700,0.0,0.0,7.5,2.07,0.0
20151117:0800,0.0,0.0,7.25,1.93,0.0
20151117:0900,0.0,0.0,7.03,2.0,0.0
20151117:1000,0.0,0.0,6.73,2.07,0.0
20151117:1100,0.0,0.0,6.29,2.07,0.0
20151117:1200,0.0,0.0,5.86,2.07,0.0
20151117:1300,144.46,9.94,6.2,2.07,0.0
20151117:1400,500.05,18.56,7.41,2.97,0.0
20151117:1500,846.57,25.34,8.73,2.83,0.0
20151117:1600,962.71,29.61,10.14,2.83,0.0
20151117:1700,661.9,30.83,11.29,2.76,0.0
20151117:1800,576.59,28.78,12.11,2.69,0.0
20151117:1900,550.61,23.79,12.03,2.83,0.0
20151117:2000,246.39,16.48,11.87,2.9,0.0
20151117:2100,192.81,7.48,11.23,2.55,0.0
20151117:2200,0.0,0.0,10.0,2.41,0.0
20151117:2300,0.0,0.0,9.1,2.34,0.0
20151118:0000,0.0,0.0,8.63,2.48,0.0
20151118:0100,0.0,0.0,8.2,2.55,0.0
20151118:0200,0.0,0.0,7.74,2.69,0.0
20151118:0300,0.0,0.0,7.29,2.69,0.0
20151118:0400,0.0,0.0,7.07,2.69,0.0
20151118:0500,0.0,0.0,6.88,2.62,0.0
20151118:0600,0.0,0.0,6.56,2.62,0.0
20151118:0700,0.0,0.0,6.12,2.34,0.0
20151118:0800,0.0,0.0,5.88,2.41,0.0
20151118:0900,0.0,0.0,5.68,2.41,0.0
20151118:1000,0.0,0.0,5.53,2.28,0.0
20151118:1100,0.0,0.0,5.48,2.21,0.0
20151118:1200,0.0,0.0,5.6,2.14,0.0
20151118:1300,356.46,9.72,6.61,2.0,0.0
20151118:1400,47.63,18.33,8.11,2.34,0.0
20151118:1500,33.52,25.09,9.2,2.34,0.0
20151118:1600,81.15,29.37,10.37,2.55,0.0
20151118:1700,74.09,30.58,11.36,2.69,0.0
20151118:1800,78.5,28.56,12.41,2.9,0.0
20151118:1900,99.67,23.6,13.98,3.72,0.0
20151118:2000,7.06,16.31,13.55,3.38,0.0
20151118:2100,32.64,7.34,13.42,3.38,0.0
20151118:2200,0.0,0.0,13.41,3.31,0.0
20151118:2300,0.0,0.0,13.48,3.66,0.0
20151119:0000,0.0,0.0,13.73,4.07,0.0
20151119:0100,0.0,0.0,14.01,4.21,0.0
20151119:0200,0.0,0.0,14.24,4.14,0.0
20151119:0300,0.0,0.0,14.39,4.14,0.0
20151119:0400,0.0,0.0,14.4,4.14,0.0
20151119:0500,0.0,0.0,14.27,4.07,0.0
20151119:0600,0.0,0.0,14.2,4.07,0.0
20151119:0700,0.0,0.0,14.17,3.38,0.0
20151119:0800,0.0,0.0,14.23,3.31,0.0
20151119:0900,0.0,0.0,14.19,3.31,0.0
20151119:1000,0.0,0.0,13.84,3.38,0.0
20151119:1100,0.0,0.0,12.9,3.52,0.0
20151119:1200,0.0,0.0,13.1,3.93,0.0
20151119:1300,17.64,9.51,13.38,4.21,0.0
20151119:1400,22.93,18.1,14.27,4.41,0.0
20151119:1500,103.2,24.85,14.66,4.69,0.0
20151119:1600,68.8,29.12,14.89,4.55,0.0
20151119:1700,194.55,30.35,14.86,4.28,0.0
20151119:1800,113.78,28.35,14.97,3.72,0.0
20151119:1900,37.93,23.41,15.47,2.76,0.0
20151119:2000,22.05,16.15,15.33,2.21,0.0
20151119:2100,7.94,7.21,15.22,1.86,0.0
20151119:2200,0.0,0.0,15.03,1.59,0.0
20151119:2300,0.0,0.0,14.92,1.17,0.0
20151120:0000,0.0,0.0,14.8,1.03,0.0
20151120:0100,0.0,0.0,14.72,1.38,0.0
20151120:0200,0.0,0.0,14.55,2.0,0.0
20151120:0300,0.0,0.0,14.22,2.55,0.0
20151120:0400,0.0,0.0,13.01,2.14,0.0
20151120:0500,0.0,0.0,11.52,2.28,0.0
20151120:0600,0.0,0.0,10.51,2.9,0.0
20151120:0700,0.0,0.0,10.27,3.31,0.0
20151120:0800,0.0,0.0,9.26,3.24,0.0
20151120:0900,0.0,0.0,8.51,3.1,0.0
20151120:1000,0.0,0.0,7.81,3.03,0.0
20151120:1100,0.0,0.0,7.08,3.03,0.0
20151120:1200,0.0,0.0,6.32,2.97,0.0
20151120:1300,395.8,9.3,6.08,2.69,0.0
20151120:1400,675.09,17.87,6.57,3.38,0.0
20151120:1500,874.87,24.62,7.28,3.38,0.0
20151120:1600,995.94,28.88,8.19,3.38,0.0
20151120:1700,1031.44,30.12,9.03,3.45,0.0
20151120:1800,979.89,28.14,9.65,3.38,0.0
20151120:1900,839.02,23.23,10.16,3.31,0.0
20151120:2000,618.79,16.0,10.0,3.31,0.0
20151120:2100,314.67,7.08,9.24,2.55,0.0
20151120:2200,0.0,0.0,7.88,2.21,0.0
20151120:2300,0.0,0.0,6.73,2.07,0.0
20151121:0000,0.0,0.0,5.67,1.79,0.0
20151121:0100,0.0,0.0,4.63,1.66,0.0
20151121:0200,0.0,0.0,3.8,1.72,0.0
20151121:0300,0.0,0.0,3.14,1.72,0.0
20151121:0400,0.0,0.0,2.67,1.79,0.0
20151121:0500,0.0,0.0,2.23,1.72,0.0
20151121:0600,0.0,0.0,2.43,1.66,0.0
20151121:0700,0.0,0.0,2.97,1.66,0.0
20151121:0800,0.0,0.0,3.29,1.59,0.0
20151121:0900,0.0,0.0,3.39,1.59,0.0
20151121:1000,0.0,0.0,2.68,1.72,0.0
20151121:1100,0.0,0.0,1.87,1.72,0.0
20151121:1200,0.0,0.0,1.24,1.72,0.0
20151121:1300,383.31,9.08,1.61,1.31,0.0
20151121:1400,317.93,17.65,4.64,1.52,0.0
20151121:1500,855.01,24.39,6.28,2.0,0.0
20151121:1600,975.14,28.65,7.61,2.28,0.0
20151121:1700,1008.34,29.9,8.65,2.34,0.0
20151121:1800,952.19,27.94,9.37,2.48,0.0
20151121:1900,811.05,23.06,9.38,2.83,0.0
20151121:2000,592.87,15.85,9.3,3.24,0.0
20151121:2100,291.37,6.95,8.67,3.1,0.0
20151121:2200,0.0,0.0,7.53,3.03,0.0
20151121:2300,0.0,0.0,6.88,2.97,0.0
20151122:0000,0.0,0.0,6.77,2.83,0.0
20151122:0100,0.0,0.0,6.81,2.9,0.0
20151122:0200,0.0,0.0,6.96,2.97,0.0
20151122:0300,0.0,0.0,7.15,3.03,0.0
20151122:0400,0.0,0.0,7.37,3.17,0.0
20151122:0500,0.0,0.0,7.38,3.03,0.0
20151122:0600,0.0,0.0,7.69,2.97,0.0
20151122:0700,0.0,0.0,8.28,3.1,0.0
20151122:0800,0.0,0.0,8.31,2.97,0.0
20151122:0900,0.0,0.0,7.88,3.03,0.0
20151122:1000,0.0,0.0,7.27,3.66,0.0
20151122:1100,0.0,0.0,5.99,4.07,0.0
20151122:1200,0.0,0.0,4.63,3.72,0.0
20151122:1300,167.11,8.88,4.15,3.38,0.0
20151122:1400,403.69,17.43,4.55,3.31,0.0
20151122:1500,531.06,24.16,5.41,3.31,0.0
20151122:1600,736.51,28.42,6.43,3.66,0.0
20151122:1700,783.24,29.68,6.96,3.66,0.0
20151122:1800,703.82,27.74,7.23,3.52,0.0
20151122:1900,267.85,22.89,6.68,3.59,0.0
20151122:2000,281.0,15.71,6.46,3.52,0.0
20151122:2100,119.47,6.84,6.02,3.17,0.0
20151122:2200,0.0,0.0,5.21,2.83,0.0
20151122:2300,0.0,0.0,4.54,2.83,0.0
20151123:0000,0.0,0.0,3.91,2.83,0.0
20151123:0100,0.0,0.0,3.36,2.9,0.0
20151123:0200,0.0,0.0,2.87,3.24,0.0
20151123:0300,0.0,0.0,2.33,3.38,0.0
20151123:0400,0.0,0.0,1.8,3.31,0.0
20151123:0500,0.0,0.0,1.21,3.17,0.0
20151123:0600,0.0,0.0,0.69,2.9,0.0
20151123:0700,0.0,0.0,-0.06,2.76,0.0
20151123:0800,0.0,0.0,-0.37,2.69,0.0
20151123:0900,0.0,0.0,-0.64,2.55,0.0
20151123:1000,0.0,0.0,-0.85,2.62,0.0
20151123:1100,0.0,0.0,-0.91,2.76,0.0
20151123:1200,0.0,0.0,-0.98,2.83,0.0
20151123:1300,388.26,8.67,-0.57,2.28,0.0
20151123:1400,668.25,17.22,0.5,3.38,0.0
20151123:1500,872.07,23.94,1.43,3.66,0.0
20151123:1600,995.09,28.2,2.53,3.66,0.0
20151123:1700,1030.28,29.47,3.23,3.66,0.0
20151123:1800,973.62,27.55,3.87,3.79,0.0
20151123:1900,830.68,22.72,4.38,3.52,0.0
20151123:2000,605.58,15.57,4.3,3.45,0.0
20151123:2100,302.47,6.72,3.92,3.1,0.0
20151123:2200,0.0,0.0,2.75,2.21,0.0
20151123:2300,0.0,0.0,1.65,1.86,0.0
20151124:0000,0.0,0.0,0.77,1.72,0.0
20151124:0100,0.0,0.0,0.01,1.72,0.0
20151124:0200,0.0,0.0,-0.52,1.59,0.0
20151124:0300,0.0,0.0,-0.69,1.38,0.0
20151124:0400,0.0,0.0,-0.73,1.24,0.0
20151124:0500,0.0,0.0,-0.82,1.38,0.0
20151124:0600,0.0,0.0,-0.5,1.38,0.0
20151124:0700,0.0,0.0,-0.06,1.59,0.0
20151124:0800,0.0,0.0,-0.04,1.66,0.0
20151124:0900,0.0,0.0,-0.09,1.72,0.0
20151124:1000,0.0,0.0,0.05,1.72,0.0
